"Subplot","Transect","Species","X","Y","Per","Date","Year","Day","Basal_cm","Ht_m","Damage","Alive","Found","Topkilled","Fire","Herbivory","Grass"
"IK62","Ikoma","ACAMEL",693053,9756928,"Initial","2/2/2016",2017,3,0.7,0.52,NA,1,1,0,NA,NA,NA
"IK62","Ikoma","ACAMEL",693053,9756928,"Feb 2017","2/17/2017",2017,383,0.33,0.28,1,1,1,1,NA,0,NA
"IK62","Ikoma","ACAMEL",693053,9756928,"May 2017","4/30/2017",2017,455,0.38,0.28,0,1,1,0,0,0,NA
"IK62","Ikoma","ACAMEL",693053,9756928,"Aug 2017","8/21/2017",2018,568,0.42,0.28,0,1,1,0,0,0,NA
"IK62","Ikoma","ACAMEL",693053,9756928,"Dec 2017","12/14/2017",2018,683,0.64,0.5,0,1,1,0,0,0,NA
"IK62","Ikoma","ACAMEL",693053,9756928,"May 2018","5/28/2018",2018,848,0.78,0.58,0,1,1,0,0,0,550.383255016343
"IK62","Ikoma","ACAMEL",693053,9756928,"Oct 2018","10/12/2018",2019,985,0.82,0.14,1,1,1,0,4,0,112.204777314562
"IK62","Ikoma","ACAMEL",693053,9756928,"Feb 2019","2/1/2019",2019,1097,0.5,0.28,0,1,1,0,0,0,365.881824523734
"IK62","Ikoma","ACAMEL",693053,9756928,"Jun 2019","5/10/2019",2019,1195,0.51,0.5,0,1,1,0,0,0,753.810645066135
"IK63","Ikoma","ACAMEL",693034,9756909,"Initial","2/2/2016",2017,3,0.7,0.15,NA,1,1,0,NA,NA,NA
"IK63","Ikoma","ACAMEL",693034,9756909,"Feb 2017","2/17/2017",2017,383,0.75,0.1,0,1,1,0,0,0,NA
"IK63","Ikoma","ACAMEL",693034,9756909,"May 2017","4/30/2017",2017,455,0.75,0.22,0,1,1,0,0,0,NA
"IK63","Ikoma","ACAMEL",693034,9756909,"Aug 2017","8/21/2017",2018,568,0.37,0.19,1,1,1,1,0,0,NA
"IK63","Ikoma","ACAMEL",693034,9756909,"Dec 2017","12/14/2017",2018,683,0.44,0.2,0,1,1,0,0,0,NA
"IK63","Ikoma","ACAMEL",693034,9756909,"May 2018","5/28/2018",2018,848,0.57,0.28,0,1,1,0,0,0,424.323199128788
"IK63","Ikoma","ACAMEL",693034,9756909,"Oct 2018","10/12/2018",2019,985,0.92,0.25,1,1,1,0,3,0,117.677949379742
"IK63","Ikoma","ACAMEL",693034,9756909,"Feb 2019","2/1/2019",2019,1097,0.99,0.25,0,1,1,0,0,0,173.63775886978
"IK63","Ikoma","ACAMEL",693034,9756909,"Jun 2019","5/10/2019",2019,1195,0.95,0.39,0,1,1,0,0,0,351.210592602923
"IK64","Ikoma","ACADRE",693021,9756929,"Initial","2/2/2016",2017,3,0.5,0.37,NA,1,1,0,NA,NA,NA
"IK64","Ikoma","ACADRE",693021,9756929,"Feb 2017","2/17/2017",2017,383,0.29,0.13,1,1,1,0,NA,0,NA
"IK64","Ikoma","ACADRE",693021,9756929,"May 2017","4/30/2017",2017,455,0.33,0.25,0,1,1,0,0,0,NA
"IK64","Ikoma","ACADRE",693021,9756929,"Aug 2017","8/21/2017",2018,568,0.37,0.23,1,1,1,1,0,0,NA
"IK64","Ikoma","ACADRE",693021,9756929,"Dec 2017","12/14/2017",2018,683,0.39,0.32,0,1,1,0,0,0,NA
"IK64","Ikoma","ACADRE",693021,9756929,"May 2018","5/28/2018",2018,848,0.41,0.3,0,1,1,0,0,0,287.144332054701
"IK64","Ikoma","ACADRE",693021,9756929,"Oct 2018","10/12/2018",2019,985,0.32,0.14,0,1,1,0,0,0,218.894331242823
"IK64","Ikoma","ACADRE",693021,9756929,"Feb 2019","2/1/2019",2019,1097,0.28,0.21,0,1,1,0,0,0,221.924433853691
"IK64","Ikoma","ACADRE",693021,9756929,"Jun 2019","5/10/2019",2019,1195,0.2,0.25,0,1,1,0,0,0,398.630006331014
"IK65","Ikoma","ACAMEL",693019,9756931,"Initial","2/2/2016",2017,3,0.55,0.44,NA,1,1,0,NA,NA,NA
"IK65","Ikoma","ACAMEL",693019,9756931,"Feb 2017","2/17/2017",2017,383,0.25,0.14,1,1,1,0,NA,0,NA
"IK65","Ikoma","ACAMEL",693019,9756931,"May 2017","4/30/2017",2017,455,0.32,0.17,0,1,1,0,0,0,NA
"IK65","Ikoma","ACAMEL",693019,9756931,"Aug 2017","8/21/2017",2018,568,0.35,0.18,0,1,1,0,0,0,NA
"IK65","Ikoma","ACAMEL",693019,9756931,"Dec 2017","12/14/2017",2018,683,0.38,0.24,0,1,1,0,0,0,NA
"IK65","Ikoma","ACAMEL",693019,9756931,"May 2018","5/28/2018",2018,848,0,0,1,0,1,1,0,0,384.501357185429
"IK65","Ikoma","ACAMEL",693019,9756931,"Oct 2018","10/12/2018",2019,985,0.25,0.1,1,1,1,1,2,0,137.431243936301
"IK65","Ikoma","ACAMEL",693019,9756931,"Feb 2019","2/1/2019",2019,1097,0.35,0.18,0,1,1,0,0,0,264.906861459277
"IK65","Ikoma","ACAMEL",693019,9756931,"Jun 2019","5/10/2019",2019,1195,0.25,0.12,0,1,1,0,0,0,1171.18024714666
"IK66","Ikoma","ACAMEL",693013,9756932,"Initial","2/2/2016",2017,3,0.55,0.37,NA,1,1,0,NA,NA,NA
"IK66","Ikoma","ACAMEL",693013,9756932,"Feb 2017","2/17/2017",2017,383,0.8,0.6,0,1,1,0,0,0,NA
"IK66","Ikoma","ACAMEL",693013,9756932,"May 2017","4/30/2017",2017,455,0.82,0.66,0,1,1,0,0,0,NA
"IK66","Ikoma","ACAMEL",693013,9756932,"Aug 2017","8/21/2017",2018,568,0.91,0.63,0,1,1,0,0,0,NA
"IK66","Ikoma","ACAMEL",693013,9756932,"Dec 2017","12/14/2017",2018,683,0.94,0.83,0,1,1,0,0,0,NA
"IK66","Ikoma","ACAMEL",693013,9756932,"May 2018","5/28/2018",2018,848,1.13,0.87,0,1,1,0,0,0,400.633302704717
"IK66","Ikoma","ACAMEL",693013,9756932,"Oct 2018","10/12/2018",2019,985,0,0,1,0,1,0,0,0,325.991057123053
"IK66","Ikoma","ACAMEL",693013,9756932,"Feb 2019","2/1/2019",2019,1097,1.26,0.89,0,1,1,0,0,0,472.413562341237
"IK66","Ikoma","ACAMEL",693013,9756932,"Jun 2019","5/10/2019",2019,1195,1.2,1.1,1,1,1,1,0,2,1271.99035120571
"IK67","Ikoma","ACADRE",693013,9756941,"Initial","2/2/2016",2017,3,0.6,0.35,NA,1,1,0,NA,NA,NA
"IK67","Ikoma","ACADRE",693013,9756941,"Feb 2017","2/17/2017",2017,383,0.35,0.23,0,1,1,0,0,0,NA
"IK67","Ikoma","ACADRE",693013,9756941,"May 2017","4/30/2017",2017,455,0.42,0.26,0,1,1,0,0,0,NA
"IK67","Ikoma","ACADRE",693013,9756941,"Aug 2017","8/21/2017",2018,568,0.5,0.3,0,1,1,0,0,0,NA
"IK67","Ikoma","ACADRE",693013,9756941,"Dec 2017","12/14/2017",2018,683,0.8,0.38,0,1,1,0,0,0,NA
"IK67","Ikoma","ACADRE",693013,9756941,"May 2018","5/28/2018",2018,848,1,0.43,0,1,1,0,0,0,626.082424204885
"IK67","Ikoma","ACADRE",693013,9756941,"Oct 2018","10/12/2018",2019,985,0.38,0.17,1,1,1,0,6,0,135.585015931219
"IK67","Ikoma","ACADRE",693013,9756941,"Feb 2019","2/1/2019",2019,1097,0.72,0.31,0,1,1,0,0,0,235.053473528949
"IK67","Ikoma","ACADRE",693013,9756941,"Jun 2019","5/10/2019",2019,1195,0.4,0.45,1,1,1,1,0,0,696.863811449533
"IK68","Ikoma","ACADRE",693002,9756934,"Initial","2/2/2016",2017,3,0.6,0.38,NA,1,1,0,NA,NA,NA
"IK68","Ikoma","ACADRE",693002,9756934,"Feb 2017","2/17/2017",2017,383,0.2,0.03,1,1,1,1,NA,0,NA
"IK68","Ikoma","ACADRE",693002,9756934,"May 2017","4/30/2017",2017,455,0.24,0.18,0,1,1,0,0,0,NA
"IK68","Ikoma","ACADRE",693002,9756934,"Aug 2017","8/21/2017",2018,568,0.24,0.17,1,1,1,1,0,0,NA
"IK68","Ikoma","ACADRE",693002,9756934,"Dec 2017","12/14/2017",2018,683,0.33,0.2,0,1,1,0,0,0,NA
"IK68","Ikoma","ACADRE",693002,9756934,"May 2018","5/28/2018",2018,848,0.38,0.28,0,1,1,0,0,0,602.486294972834
"IK68","Ikoma","ACADRE",693002,9756934,"Oct 2018","10/12/2018",2019,985,0.2,0.12,0,1,1,0,0,0,111.11740972284
"IK68","Ikoma","ACADRE",693002,9756934,"Feb 2019","2/1/2019",2019,1097,0.53,0.32,0,1,1,0,0,0,204.092859162697
"IK68","Ikoma","ACADRE",693002,9756934,"Jun 2019","5/10/2019",2019,1195,0.42,0.25,0,1,1,0,0,0,332.270748499824
"IK69","Ikoma","ACAMEL",692993,9756941,"Initial","2/2/2016",2017,3,0.8,0.5,NA,1,1,0,NA,NA,NA
"IK69","Ikoma","ACAMEL",692993,9756941,"Feb 2017","2/17/2017",2017,383,0.73,0.16,0,1,1,0,0,0,NA
"IK69","Ikoma","ACAMEL",692993,9756941,"May 2017","4/30/2017",2017,455,0.44,0.26,0,1,1,0,0,0,NA
"IK69","Ikoma","ACAMEL",692993,9756941,"Aug 2017","8/21/2017",2018,568,0.58,0.33,1,1,1,1,0,0,NA
"IK69","Ikoma","ACAMEL",692993,9756941,"Dec 2017","12/14/2017",2018,683,0.68,0.42,0,1,1,0,0,0,NA
"IK69","Ikoma","ACAMEL",692993,9756941,"May 2018","5/28/2018",2018,848,0.75,0.5,0,1,1,0,0,0,725.409148946883
"IK69","Ikoma","ACAMEL",692993,9756941,"Oct 2018","10/12/2018",2019,985,0.28,0.18,1,1,1,0,3,0,152.894935670617
"IK69","Ikoma","ACAMEL",692993,9756941,"Feb 2019","2/1/2019",2019,1097,0.46,0.38,0,1,1,0,0,0,383.636119172611
"IK69","Ikoma","ACAMEL",692993,9756941,"Jun 2019","5/10/2019",2019,1195,0.55,0.5,0,1,1,0,0,0,561.77367164751
"IK70","Ikoma","ACAMEL",692991,9756953,"Initial","2/2/2016",2017,3,1.8,0.65,NA,1,1,0,NA,NA,NA
"IK70","Ikoma","ACAMEL",692991,9756953,"Feb 2017","2/17/2017",2017,383,0.6,0.3,0,1,1,0,0,0,NA
"IK70","Ikoma","ACAMEL",692991,9756953,"May 2017","4/30/2017",2017,455,0.67,0.33,0,1,1,0,0,0,NA
"IK70","Ikoma","ACAMEL",692991,9756953,"Aug 2017","8/21/2017",2018,568,0.7,0.32,0,1,1,0,0,0,NA
"IK70","Ikoma","ACAMEL",692991,9756953,"Dec 2017","12/14/2017",2018,683,0.86,0.4,0,1,1,0,0,0,NA
"IK70","Ikoma","ACAMEL",692991,9756953,"May 2018","5/28/2018",2018,848,1.15,0.51,0,1,1,0,0,0,673.733853368052
"IK70","Ikoma","ACAMEL",692991,9756953,"Oct 2018","10/12/2018",2019,985,0.25,0.11,1,1,1,0,8,0,117.616386739379
"IK70","Ikoma","ACAMEL",692991,9756953,"Feb 2019","2/1/2019",2019,1097,0.88,0.56,0,1,1,0,0,0,448.64725283526
"IK70","Ikoma","ACAMEL",692991,9756953,"Jun 2019","5/10/2019",2019,1195,0.95,0.75,0,1,1,0,0,0,1169.33197019172
"IK71","Ikoma","ACAMEL",692984,9756955,"Initial","2/2/2016",2017,3,1.2,0.78,NA,1,1,0,NA,NA,NA
"IK71","Ikoma","ACAMEL",692984,9756955,"Feb 2017","2/17/2017",2017,383,0.55,0.34,0,1,1,0,0,0,NA
"IK71","Ikoma","ACAMEL",692984,9756955,"May 2017","4/30/2017",2017,455,0.59,0.49,0,1,1,0,0,0,NA
"IK71","Ikoma","ACAMEL",692984,9756955,"Aug 2017","8/21/2017",2018,568,0.52,0.43,0,1,1,0,0,0,NA
"IK71","Ikoma","ACAMEL",692984,9756955,"Dec 2017","12/14/2017",2018,683,0.23,0.14,1,1,1,1,0,0,NA
"IK71","Ikoma","ACAMEL",692984,9756955,"May 2018","5/28/2018",2018,848,0.37,0.27,0,1,1,0,0,0,512.576343186531
"IK71","Ikoma","ACAMEL",692984,9756955,"Oct 2018","10/12/2018",2019,985,0.45,0.13,1,1,1,0,8,0,130.787212644186
"IK71","Ikoma","ACAMEL",692984,9756955,"Feb 2019","2/1/2019",2019,1097,0.59,0.34,0,1,1,0,0,0,174.246017992473
"IK71","Ikoma","ACAMEL",692984,9756955,"Jun 2019","5/10/2019",2019,1195,0.65,0.7,0,1,1,0,0,0,1016.80657864625
"IK72","Ikoma","ACADRE",692974,9756954,"Initial","2/2/2016",2017,3,0.5,0.37,NA,1,1,0,NA,NA,NA
"IK72","Ikoma","ACADRE",692974,9756954,"Feb 2017","2/17/2017",2017,383,0.89,0.12,0,1,1,0,0,0,NA
"IK72","Ikoma","ACADRE",692974,9756954,"May 2017","4/30/2017",2017,455,0.42,0.19,0,1,1,1,0,0,NA
"IK72","Ikoma","ACADRE",692974,9756954,"Aug 2017","8/21/2017",2018,568,0.64,0.22,0,1,1,0,0,0,NA
"IK72","Ikoma","ACADRE",692974,9756954,"Dec 2017","12/14/2017",2018,683,0.65,0.22,0,1,1,0,0,0,NA
"IK72","Ikoma","ACADRE",692974,9756954,"May 2018","5/28/2018",2018,848,0.68,0.32,0,1,1,0,0,0,461.204909821918
"IK72","Ikoma","ACADRE",692974,9756954,"Oct 2018","10/12/2018",2019,985,0.45,0.16,1,1,1,0,3,0,94.4312061468772
"IK72","Ikoma","ACADRE",692974,9756954,"Feb 2019","2/1/2019",2019,1097,0.24,0.18,0,1,1,0,0,0,303.662048266521
"IK72","Ikoma","ACADRE",692974,9756954,"Jun 2019","5/10/2019",2019,1195,0.28,0.17,0,1,1,0,0,0,1344.09978571877
"IK73","Ikoma","ACAMEL",692952,9756966,"Initial","2/2/2016",2017,3,1.3,0.92,NA,1,1,0,NA,NA,NA
"IK73","Ikoma","ACAMEL",692952,9756966,"Feb 2017","2/17/2017",2017,383,0.45,0.18,1,1,1,0,NA,0,NA
"IK73","Ikoma","ACAMEL",692952,9756966,"May 2017","4/30/2017",2017,455,0.52,0.42,0,1,1,0,0,0,NA
"IK73","Ikoma","ACAMEL",692952,9756966,"Aug 2017","8/21/2017",2018,568,0.6,0.51,0,1,1,0,0,0,NA
"IK73","Ikoma","ACAMEL",692952,9756966,"Dec 2017","12/14/2017",2018,683,0.84,0.73,0,1,1,0,0,0,NA
"IK73","Ikoma","ACAMEL",692952,9756966,"May 2018","5/28/2018",2018,848,1.08,0.71,0,1,1,0,0,0,399.505866251724
"IK73","Ikoma","ACAMEL",692952,9756966,"Oct 2018","10/12/2018",2019,985,0.46,0.34,1,1,1,0,6,0,138.467073026008
"IK73","Ikoma","ACAMEL",692952,9756966,"Feb 2019","2/1/2019",2019,1097,0.92,0.52,0,1,1,0,0,0,401.308543926752
"IK73","Ikoma","ACAMEL",692952,9756966,"Jun 2019","5/10/2019",2019,1195,0.8,0.62,0,1,1,0,0,0,687.48665004398
"IK74","Ikoma","ACADRE",692953,9756974,"Initial","2/2/2016",2017,3,0.4,0.42,NA,1,1,0,NA,NA,NA
"IK74","Ikoma","ACADRE",692953,9756974,"Feb 2017","2/17/2017",2017,383,0.85,0.3,0,1,1,0,0,0,NA
"IK74","Ikoma","ACADRE",692953,9756974,"May 2017","4/30/2017",2017,455,0.92,0.49,0,1,1,0,0,0,NA
"IK74","Ikoma","ACADRE",692953,9756974,"Aug 2017","8/21/2017",2018,568,0.96,0.52,0,1,1,0,0,0,NA
"IK74","Ikoma","ACADRE",692953,9756974,"Dec 2017","12/14/2017",2018,683,0.26,0.14,1,1,1,1,0,0,NA
"IK74","Ikoma","ACADRE",692953,9756974,"May 2018","5/28/2018",2018,848,0.38,0.2,0,1,1,0,0,0,543.495522638514
"IK74","Ikoma","ACADRE",692953,9756974,"Oct 2018","10/12/2018",2019,985,0.55,0.26,1,1,1,0,4,0,97.829912459692
"IK74","Ikoma","ACADRE",692953,9756974,"Feb 2019","2/1/2019",2019,1097,0.45,0.28,0,1,1,0,0,0,271.223144731587
"IK74","Ikoma","ACADRE",692953,9756974,"Jun 2019","5/10/2019",2019,1195,0.46,0.25,0,1,1,0,0,0,402.187950547821
"IK75","Ikoma","DICCIN",692943,9756982,"Initial","2/2/2016",2017,3,0.3,0.34,NA,1,1,0,NA,NA,NA
"IK75","Ikoma","DICCIN",692943,9756982,"Feb 2017","2/17/2017",2017,383,0.61,0.09,1,1,1,0,NA,0,NA
"IK75","Ikoma","DICCIN",692943,9756982,"May 2017","4/30/2017",2017,455,0.68,0.46,0,1,1,0,0,0,NA
"IK75","Ikoma","DICCIN",692943,9756982,"Aug 2017","8/21/2017",2018,568,0.28,0.27,1,1,1,1,0,0,NA
"IK75","Ikoma","DICCIN",692943,9756982,"Dec 2017","12/14/2017",2018,683,0.34,0.2,0,1,1,0,0,0,NA
"IK75","Ikoma","DICCIN",692943,9756982,"May 2018","5/28/2018",2018,848,0.46,0.27,0,1,1,0,0,0,697.093433078794
"IK75","Ikoma","DICCIN",692943,9756982,"Oct 2018","10/12/2018",2019,985,0.15,0.05,1,1,1,1,9,0,202.98522322624
"IK75","Ikoma","DICCIN",692943,9756982,"Feb 2019","2/1/2019",2019,1097,0.37,0.38,0,1,1,0,0,0,221.266764445273
"IK75","Ikoma","DICCIN",692943,9756982,"Jun 2019","5/10/2019",2019,1195,0.21,0.15,0,1,1,0,0,0,711.501367652369
"IK76","Ikoma","ACASEY",692907,9757004,"Initial","2/2/2016",2017,3,1.1,0.53,NA,1,1,0,NA,NA,NA
"IK76","Ikoma","ACASEY",692907,9757004,"Feb 2017","2/17/2017",2017,383,1.72,0.4,1,1,1,0,NA,0,NA
"IK76","Ikoma","ACASEY",692907,9757004,"May 2017","4/30/2017",2017,455,2.02,0.81,0,1,1,0,0,0,NA
"IK76","Ikoma","ACASEY",692907,9757004,"Aug 2017","8/21/2017",2018,568,2.05,0.28,1,1,1,1,0,0,NA
"IK76","Ikoma","ACASEY",692907,9757004,"Dec 2017","12/14/2017",2018,683,0.88,0.42,0,1,1,0,0,0,NA
"IK76","Ikoma","ACASEY",692907,9757004,"May 2018","5/28/2018",2018,848,0.92,0.5,0,1,1,0,0,0,506.224780692119
"IK76","Ikoma","ACASEY",692907,9757004,"Oct 2018","10/12/2018",2019,985,0.87,0.27,1,1,1,0,5,0,132.545655113745
"IK76","Ikoma","ACASEY",692907,9757004,"Feb 2019","2/1/2019",2019,1097,1.1,0.39,0,1,1,0,0,0,97.6630405165428
"IK76","Ikoma","ACASEY",692907,9757004,"Jun 2019","5/10/2019",2019,1195,1.2,0.55,0,1,1,0,0,0,602.794171991672
"IK77","Ikoma","DICCIN",692892,9757015,"Initial","2/2/2016",2017,3,0.55,0.37,NA,1,1,0,NA,NA,NA
"IK77","Ikoma","DICCIN",692892,9757015,"Feb 2017","2/17/2017",2017,383,0.35,0.13,1,1,1,0,NA,0,NA
"IK77","Ikoma","DICCIN",692892,9757015,"May 2017","4/30/2017",2017,455,0.35,0.34,0,1,1,0,0,0,NA
"IK77","Ikoma","DICCIN",692892,9757015,"Aug 2017","8/21/2017",2018,568,0.37,0.32,1,1,1,1,0,0,NA
"IK77","Ikoma","DICCIN",692892,9757015,"Dec 2017","12/14/2017",2018,683,0.53,0.34,0,1,1,0,0,0,NA
"IK77","Ikoma","DICCIN",692892,9757015,"May 2018","5/28/2018",2018,848,0.4,0.35,0,1,1,0,0,0,437.431728296275
"IK77","Ikoma","DICCIN",692892,9757015,"Oct 2018","10/12/2018",2019,985,0.33,0.06,1,1,1,0,3,0,102.499169512563
"IK77","Ikoma","DICCIN",692892,9757015,"Feb 2019","2/1/2019",2019,1097,0.36,0.28,0,1,1,0,0,0,169.355269566253
"IK77","Ikoma","DICCIN",692892,9757015,"Jun 2019","5/10/2019",2019,1195,0.62,0.1,0,1,1,0,0,0,485.999339161365
"IK78","Ikoma","ACADRE",692862,9757037,"Initial","2/2/2016",2017,3,0.4,0.34,NA,1,1,0,NA,NA,NA
"IK78","Ikoma","ACADRE",692862,9757037,"Feb 2017","2/17/2017",2017,383,0.55,0.27,0,1,1,0,0,0,NA
"IK78","Ikoma","ACADRE",692862,9757037,"May 2017","4/30/2017",2017,455,0.55,0.3,0,1,1,0,0,0,NA
"IK78","Ikoma","ACADRE",692862,9757037,"Aug 2017","8/21/2017",2018,568,0.45,0.15,1,1,1,1,0,0,NA
"IK78","Ikoma","ACADRE",692862,9757037,"Dec 2017","12/14/2017",2018,683,0.45,0.2,0,1,1,0,0,0,NA
"IK78","Ikoma","ACADRE",692862,9757037,"May 2018","5/28/2018",2018,848,0.4,0.33,0,1,1,0,0,0,690.018869297284
"IK78","Ikoma","ACADRE",692862,9757037,"Oct 2018","10/12/2018",2019,985,0,0,1,0,1,0,0,0,169.45895370284
"IK78","Ikoma","ACADRE",692862,9757037,"Feb 2019","2/1/2019",2019,1097,0,0,0,1,1,0,0,0,259.142042982129
"IK78","Ikoma","ACADRE",692862,9757037,"Jun 2019","5/10/2019",2019,1195,0,0,1,0,1,0,0,0,677.691899662216
"IK79","Ikoma","ACADRE",692875,9757011,"Initial","2/2/2016",2017,3,0.7,0.31,NA,1,1,0,NA,NA,NA
"IK79","Ikoma","ACADRE",692875,9757011,"Feb 2017","2/17/2017",2017,383,0.37,0.16,0,1,1,0,0,0,NA
"IK79","Ikoma","ACADRE",692875,9757011,"May 2017","4/30/2017",2017,455,0.37,0.21,0,1,1,0,0,0,NA
"IK79","Ikoma","ACADRE",692875,9757011,"Aug 2017","8/21/2017",2018,568,0.38,0.27,0,1,1,0,0,0,NA
"IK79","Ikoma","ACADRE",692875,9757011,"Dec 2017","12/14/2017",2018,683,0.52,0.31,0,1,1,0,0,0,NA
"IK79","Ikoma","ACADRE",692875,9757011,"May 2018","5/28/2018",2018,848,0.59,0.3,0,1,1,0,0,0,526.111253234002
"IK79","Ikoma","ACADRE",692875,9757011,"Oct 2018","10/12/2018",2019,985,0.37,0.18,0,1,1,0,0,0,63.1434891725198
"IK79","Ikoma","ACADRE",692875,9757011,"Feb 2019","2/1/2019",2019,1097,0.44,0.36,0,1,1,0,0,0,311.006259997231
"IK79","Ikoma","ACADRE",692875,9757011,"Jun 2019","5/10/2019",2019,1195,0.38,0.42,0,1,1,0,0,0,433.486026186129
"IK80","Ikoma","ACADRE",692829,9757058,"Initial","2/2/2016",2017,3,0.2,0.32,NA,1,1,0,NA,NA,NA
"IK80","Ikoma","ACADRE",692829,9757058,"Feb 2017","2/17/2017",2017,383,0.3,0.13,0,1,1,0,0,0,NA
"IK80","Ikoma","ACADRE",692829,9757058,"May 2017","4/30/2017",2017,455,0.32,0.25,0,1,1,0,0,0,NA
"IK80","Ikoma","ACADRE",692829,9757058,"Aug 2017","8/21/2017",2018,568,0.34,0.33,0,1,1,0,0,0,NA
"IK80","Ikoma","ACADRE",692829,9757058,"Dec 2017","12/14/2017",2018,683,0.43,0.23,1,1,1,1,0,0,NA
"IK80","Ikoma","ACADRE",692829,9757058,"May 2018","5/28/2018",2018,848,0.5,0.37,0,1,1,0,0,0,639.820102760281
"IK80","Ikoma","ACADRE",692829,9757058,"Oct 2018","10/12/2018",2019,985,0.26,0.13,1,1,1,0,3,0,48.2155075318244
"IK80","Ikoma","ACADRE",692829,9757058,"Feb 2019","2/1/2019",2019,1097,0.37,0.28,0,1,1,0,0,0,194.67334888212
"IK80","Ikoma","ACADRE",692829,9757058,"Jun 2019","5/10/2019",2019,1195,0,0,1,0,1,0,0,0,452.609685130935
"IK81","Ikoma","ACADRE",692822,9757060,"Initial","2/2/2016",2017,3,0.6,0.36,NA,1,1,0,NA,NA,NA
"IK81","Ikoma","ACADRE",692822,9757060,"Feb 2017","2/17/2017",2017,383,0.35,0.2,0,1,1,0,0,0,NA
"IK81","Ikoma","ACADRE",692822,9757060,"May 2017","4/30/2017",2017,455,0.37,0.27,0,1,1,0,0,0,NA
"IK81","Ikoma","ACADRE",692822,9757060,"Aug 2017","8/21/2017",2018,568,0.4,0.37,0,1,1,0,0,0,NA
"IK81","Ikoma","ACADRE",692822,9757060,"Dec 2017","12/14/2017",2018,683,NA,NA,1,0,1,1,0,0,NA
"IK81","Ikoma","ACADRE",692822,9757060,"May 2018","5/28/2018",2018,848,0.46,0.35,0,1,1,0,0,0,401.258316929228
"IK81","Ikoma","ACADRE",692822,9757060,"Oct 2018","10/12/2018",2019,985,0,0,1,0,1,0,10,0,165.827876300895
"IK81","Ikoma","ACADRE",692822,9757060,"Feb 2019","2/1/2019",2019,1097,0.71,0.47,0,1,1,0,0,0,295.791336263998
"IK81","Ikoma","ACADRE",692822,9757060,"Jun 2019","5/10/2019",2019,1195,0.81,0.62,0,1,1,0,0,0,677.531791348217
"IK82","Ikoma","ALBHAR",692822,9757058,"Initial","2/2/2016",2017,3,0.65,0.34,NA,1,1,0,NA,NA,NA
"IK82","Ikoma","ALBHAR",692822,9757058,"Feb 2017","2/17/2017",2017,383,0.51,0.1,0,1,1,0,0,0,NA
"IK82","Ikoma","ALBHAR",692822,9757058,"May 2017","4/30/2017",2017,455,0.55,0.27,0,1,1,0,0,0,NA
"IK82","Ikoma","ALBHAR",692822,9757058,"Aug 2017","8/21/2017",2018,568,0.64,0.34,0,1,1,0,0,0,NA
"IK82","Ikoma","ALBHAR",692822,9757058,"Dec 2017","12/14/2017",2018,683,0.64,0.45,0,1,1,0,0,0,NA
"IK82","Ikoma","ALBHAR",692822,9757058,"May 2018","5/28/2018",2018,848,0.78,0.29,0,1,1,0,0,0,405.893498172822
"IK82","Ikoma","ALBHAR",692822,9757058,"Oct 2018","10/12/2018",2019,985,0.2,0.07,1,1,1,1,8,0,119.85101124022
"IK82","Ikoma","ALBHAR",692822,9757058,"Feb 2019","2/1/2019",2019,1097,0.94,0.43,0,1,1,0,0,0,289.781882992984
"IK82","Ikoma","ALBHAR",692822,9757058,"Jun 2019","5/10/2019",2019,1195,0.82,0.42,0,1,1,0,0,0,344.655048091063
"IK83","Ikoma","ACAMEL",692819,9757068,"Initial","2/2/2016",2017,3,0.7,0.43,NA,1,1,0,NA,NA,NA
"IK83","Ikoma","ACAMEL",692819,9757068,"Feb 2017","2/17/2017",2017,383,0.85,0.22,0,1,1,0,0,0,NA
"IK83","Ikoma","ACAMEL",692819,9757068,"May 2017","4/30/2017",2017,455,0.85,0.31,0,1,1,0,0,0,NA
"IK83","Ikoma","ACAMEL",692819,9757068,"Aug 2017","8/21/2017",2018,568,0.87,0.42,0,1,1,0,0,0,NA
"IK83","Ikoma","ACAMEL",692819,9757068,"Dec 2017","12/14/2017",2018,683,0.89,0.52,0,1,1,0,0,0,NA
"IK83","Ikoma","ACAMEL",692819,9757068,"May 2018","5/28/2018",2018,848,1,0.6,0,1,1,0,0,0,528.707520595996
"IK83","Ikoma","ACAMEL",692819,9757068,"Oct 2018","10/12/2018",2019,985,0.26,0.35,1,1,1,0,4,0,78.9454927100236
"IK83","Ikoma","ACAMEL",692819,9757068,"Feb 2019","2/1/2019",2019,1097,0,0,0,0,1,0,0,0,164.596726819467
"IK83","Ikoma","ACAMEL",692819,9757068,"Jun 2019","5/10/2019",2019,1195,0,0,1,0,1,0,0,0,594.92136483782
"IK84","Ikoma","ACAMEL",692803,9757065,"Initial","2/2/2016",2017,3,1,0.5,NA,1,1,0,NA,NA,NA
"IK84","Ikoma","ACAMEL",692803,9757065,"Feb 2017","2/17/2017",2017,383,0.72,0.2,0,1,1,0,0,0,NA
"IK84","Ikoma","ACAMEL",692803,9757065,"May 2017","4/30/2017",2017,455,0.72,0.4,0,1,1,0,0,0,NA
"IK84","Ikoma","ACAMEL",692803,9757065,"Aug 2017","8/21/2017",2018,568,0.75,0.41,0,1,1,0,0,0,NA
